ID,Date,# of words in the review,Rating (1-5 stars),Review
2716,10/10/20,15,4, i had to reinstall this game so i lost everything but i still love it.
2718,10/10/20,15,4, would love more if ya could earn fishbucks or buy with profits from fish sold.
2746,10/10/20,15,3, pretty fish that dont smell great what more could u expect from a fish app ?
2978,10/10/20,21,5, it gets harder and harder to level up to purchase enough tanks for all breeds of fish and the event fish.
2917,10/10/20,19,4, it's a fun game but for some reason it's really slow when i click on fish eggs.
3153,10/10/20,51,1, now there's a frog game and i can't stay awake through the night every 2 and a half hours or so to pop frogs and if you don't pop them fast enough they don't grow up they want you to get by the frog eggs at its ridiculous.
2728,10/10/20,15,1, the christmas event didn't load until the day before it was due to expire.
2860,10/10/20,17,2, fish are so much smaller on my new galaxysiii than they were on my smaller old phone.
2902,10/10/20,19,5, all the christmas fish i just bred and other christmas fish that i bought to bred are all missing.
3048,10/10/20,24,1, bought fish buck and never got them 20.00 worth now have to call bank to fight it stop deleteing my post and refund my money!!!!
2979,10/10/20,21,5, i was  never interested in playing any of them until a yr ago when my 13 yr old showed me this one.
