ID,Date,# of words in the review,Rating (1-5 stars),Review,,
1254,10/10/20,5,5, i really like this game.,,
1255,10/10/20,5,5, needs a sell all button,,
1256,10/10/20,5,5, my baby gurl loves it,,
1257,10/10/20,5,5, loveeee it so much fun.,,
1258,10/10/20,5,5, much easier than real fish!,,
1259,10/10/20,5,5, i love the different fish!,,
1260,10/10/20,5,5, hours of fun a day,,
1261,10/10/20,5,5, so far no tech probs.,,
1262,10/10/20,5,5, thank you for fixing it!,,
1263,10/10/20,5,5, the whole family loves tapfish.,,
1264,10/10/20,5,5, love love love this game,,
1265,10/10/20,5,5, will have to start overnight,,
1266,10/10/20,5,5, now i can't stop!,,
1267,10/10/20,5,5, really enjoy playing tap fish,,
1268,10/10/20,5,5, very addictive and fun game.,,
1269,10/10/20,5,5, latest update today went okay.,,
1270,10/10/20,5,5, great game i love it,,
1271,10/10/20,5,5, love it so much fun,,
1272,10/10/20,5,5, 10 out of 10 rating for tapfish!!!,,
1273,10/10/20,5,5, my kids love this game,,
1274,10/10/20,5,5, i love my fish tanks,,
1275,10/10/20,5,5, this game is very addictive.,,
1276,10/10/20,5,5, loads of fun very addictive,,
1277,10/10/20,5,5, my son loves to play.,,
1278,10/10/20,5,5, a pretty game...and fun.,,
1279,10/10/20,5,5, i love love love it!,,
1280,10/10/20,5,5, game  play all the time,,
1281,10/10/20,5,5, excellent game two thumbs up,,
1282,10/10/20,5,5, best game on the we,,
1283,10/10/20,5,5, love the game totally addicting,,
1284,10/10/20,5,5, just sucks about fish bucks.,,
1285,10/10/20,5,5, fish feel like family pets!,,
1286,10/10/20,5,5, im addicted to this game,,
1287,10/10/20,5,5, i have got to level 80.,,
1288,10/10/20,5,5, great game i love it,,
1289,10/10/20,5,5, awesome game i'm addicted,,
1290,10/10/20,5,5, this game is so addictive.,,
1291,10/10/20,5,5, love it best game ever,,
1292,10/10/20,5,5, love this game butefule fish,,
1293,10/10/20,5,5, game too good for bs,,
1294,10/10/20,5,5, very fun and addicting game.,,
1295,10/10/20,5,5, awesome game i play everyday •‰•‰•‰?,,
1296,10/10/20,5,5, this app is great fun.,,
1297,10/10/20,5,5, it does crash alot though.,,
1298,10/10/20,5,5, it's an owsome app,,
1299,10/10/20,5,5, four and a half stars,,
1300,10/10/20,5,5, i think its realy cool,,
1301,10/10/20,5,5, it's just slow sometimes,,
1302,10/10/20,5,5, its a very fun game,,
1303,10/10/20,5,5, my 7 yr old loves this.,,
1304,10/10/20,5,5, easy to do and fun.,,
1305,10/10/20,5,5, has many levels and tanks.,,
1306,10/10/20,5,5, the most realistic fish games.,,
1307,10/10/20,5,5, i love breeding the fish,,
1308,10/10/20,5,5, my son loves this game!,,
1309,10/10/20,5,5, loads of fun very addictive,,
1310,10/10/20,5,5, can't stop playing it,,
1311,10/10/20,5,5, super gratte .... and it fcoool,,
1312,10/10/20,5,5, good to play while relaxing,,
1313,10/10/20,5,5, i agree the bucks suck?!,,
1314,10/10/20,5,5, keeps kids calm for hours.,,
1315,10/10/20,5,5, customer service is excellent too!!,,
1316,10/10/20,5,5, the quests are really fun.,,
1317,10/10/20,5,5, this game is pretty awesome,,
1318,10/10/20,5,5, lots of fun and addicting.,,
1319,10/10/20,5,5, i need more fishbucks please,,
1320,10/10/20,5,5, love theas type of games,,
1321,10/10/20,5,5, i have to buy for 2.,,
1322,10/10/20,5,5, keeps it interesting and relaxing.,,
1323,10/10/20,5,5, can't i stop playing,,
1324,10/10/20,5,5, please fix lag in it!!!!,,
1325,10/10/20,5,5, keeps me from being bored.,,
1326,10/10/20,5,5, great game love iy fun,,
1327,10/10/20,5,5, i love playing this game.,,
1328,10/10/20,5,5, so far i like it.,,
1329,10/10/20,5,5, follow me on instagram @staythedopest,,
1330,10/10/20,5,5, love it best game ever,,
1331,10/10/20,5,5, it will grow on you.,,
1332,10/10/20,5,5, but buying breeding fish could.,,
1333,10/10/20,5,5, its kinda cool and funky. :),,
1334,10/10/20,5,5, very fun game to play.,,
1335,10/10/20,5,5, this game is soooo fun!,,
1336,10/10/20,5,5, its  great app for me.,,
1337,10/10/20,5,5, but i love this game!,,
1338,10/10/20,5,5, better upgades works good now,,
1339,10/10/20,5,5, this game is so addictive,,
1340,10/10/20,5,5, best addicting game ever made,,
1341,10/10/20,5,5, it is pretty dang fun,,
1342,10/10/20,5,5, my son loves tap fish,,
1343,10/10/20,5,5, add me im hellhead52 @dd me,,
1344,10/10/20,5,5, i'm addicted to it.,,
1345,10/10/20,5,5, my daughter loves this app.,,
1346,10/10/20,5,5, great game soo much fun,,
1347,10/10/20,5,5, great game for all ages,,
1348,10/10/20,5,5, totally addicted and loving it!!!!,,
1349,10/10/20,5,5, getting my friends addicted too!,,
1350,10/10/20,5,5, tap fish is the bomb,,
1351,10/10/20,5,5, thee graphics are breath taking.,,
1352,10/10/20,5,5, love this game a lot!,,
1353,10/10/20,5,5, my kids love this game!,,
1354,10/10/20,5,5, excelent way to pass thetime,,
1355,10/10/20,5,5, this game is so addictive.,,
1356,10/10/20,5,5, im totally addicted to it.,,
1357,10/10/20,5,5, best game ever so addicting,,
1358,10/10/20,5,5, i like the game alot.,,
1359,10/10/20,5,5, great game i love it,,
1360,10/10/20,5,5, what a pain that was!,,
1361,10/10/20,5,5, addicting...in a fun way!,,
1362,10/10/20,5,5, love this game its awesome,,
1363,10/10/20,5,5, good game to pass time.,,
1364,10/10/20,5,5, fun...slow paced...requires patience!,,
1365,10/10/20,5,5, keeps me occupied whenvim bored,,
1366,10/10/20,5,5, this is an awesome game,,
1367,10/10/20,5,5, this game is totally amazing,,
1368,10/10/20,5,5, totally addicted to this game,,
1369,10/10/20,5,5, i really like tap fish.,,
1370,10/10/20,5,5, just posting for fish bucks,,
1371,10/10/20,5,5, love fishes and fish tank.,,
1372,10/10/20,5,5, love it realy is awsome,,
1373,10/10/20,5,5, i really like this game.,,
1374,10/10/20,5,5, way to go tap fish!,,
1375,10/10/20,5,5, my kids love this game,,
1376,10/10/20,5,5, i really like this game,,
1377,10/10/20,5,5, this is a great game,,
1378,10/10/20,5,5, great way to kill time,,
1379,10/10/20,5,5, super addictive ...love this app,,
1380,10/10/20,5,5, this game is very addictive.,,
1381,10/10/20,5,5, love fishes and fish tank!!,,
1382,10/10/20,5,5, i need more fishbucks please,,
1383,10/10/20,5,5, tap fish is the greatest,,
1384,10/10/20,5,5, good way too kill time ...,,
1385,10/10/20,5,5, this is an awesome app,,
1386,10/10/20,5,5, large selection of fish types,,
1387,10/10/20,5,5, awesome customer service if needed...,,
1388,10/10/20,5,5, its really fun and addicting.,,
1389,10/10/20,5,5, i get on it everyday.,,
1390,10/10/20,5,5, i love it so addictive,,
1391,10/10/20,5,5, greattt for my little brother.,,
1392,10/10/20,5,5, fun game to pass time,,
1393,10/10/20,5,5, yulia i like the game.,,
1394,10/10/20,5,5, fun...slow paced...requires patience!,,
1395,10/10/20,5,5, love da game great idea!,,
1396,10/10/20,5,5, i really like this game,,
1397,10/10/20,5,5, awesome have to get it!,,
1398,10/10/20,5,5, !will work for fish bucks!,,
1399,10/10/20,5,5, just did this for fishbucks!,,
1400,10/10/20,5,5, like a little too much!,,
1401,10/10/20,5,5, i absolutely love this game.,,
1402,10/10/20,5,5, zing amazing xool cool awsome,,
1403,10/10/20,5,5, grab em while u can,,
1404,10/10/20,5,4, a nice and relaxing game.,,
1405,10/10/20,5,4, i really like tap fish.,,
1406,10/10/20,5,4, so much fun to play,,
1407,10/10/20,5,4, lower the prices for things,,
1408,10/10/20,5,4, takes awhile to resolve issues.,,
1409,10/10/20,5,4, good fun for all ages.,,
1410,10/10/20,5,4, and my kids love it.,,
1411,10/10/20,5,4," you also have to""visit""",,
1412,10/10/20,5,4, love the variety of fish.,,
1413,10/10/20,5,4, looks great on a tablet!,,
1414,10/10/20,5,4, earn free coins & bucks too!,,
1415,10/10/20,5,4, its really fun and addictive,,
1416,10/10/20,5,4, looks great on a tablet!,,
1417,10/10/20,5,4, very fun game to play.,,
1418,10/10/20,5,4, please fix start up problem,,
1419,10/10/20,5,4, fun when you get bored,,
1420,10/10/20,5,4, other than that great game.,,
1421,10/10/20,5,4, this is a fun game.,,
1422,10/10/20,5,4, my kids love it too,,
1423,10/10/20,5,4, this is a cool game.,,
1424,10/10/20,5,4, but they need to upgrade....-_-,,
1425,10/10/20,5,4, i hope they get fixed.,,
1426,10/10/20,5,4, newly playing .enjoying so far!,,
1427,10/10/20,5,4, my kids love this app,,
1428,10/10/20,5,4, i love you bhebhe koh,,
1429,10/10/20,5,4, tap fish is very fun.,,
1430,10/10/20,5,4, this game is so addicting!,,
1431,10/10/20,5,4, takes awhile to resolve issues.,,
1432,10/10/20,5,4, great to pass the time.,,
1433,10/10/20,5,4, its ok for the kids.,,
1434,10/10/20,5,4, i really love this game.,,
1435,10/10/20,5,4," i like having the ""tank""",,
1436,10/10/20,5,4, great game to have :d,,
1437,10/10/20,5,4, its a pretty good game ..,,
1438,10/10/20,5,4, feed my fish love it,,
1439,10/10/20,5,4, this is a fun game,,
1440,10/10/20,5,4, unfortunately everything now costs bucks,,
1441,10/10/20,5,4, four stars fun to play,,
1442,10/10/20,5,4, no money needed to compete,,
1443,10/10/20,5,4, cs helpful transferring game data.,,
1444,10/10/20,5,4, cs helpful transferring game data.,,
1445,10/10/20,5,4, otherwise its a great game.,,
1446,10/10/20,5,4, it's good time waster,,
1447,10/10/20,5,1, where did my fish go.,,
1448,10/10/20,5,1, it wasn't the update.,,
1449,10/10/20,5,1, i want my fish back :(,,
1450,10/10/20,5,1, same problem as everyone else.,,
1451,10/10/20,5,1, this had never happened.before.,,
1452,10/10/20,5,1, then i will 5 star again! :),,
1453,10/10/20,5,1, sort it da ell out,,
1454,10/10/20,5,1, i was enjoying my tanks .,,
1455,10/10/20,5,1, this game is really boring!,,
1456,10/10/20,5,1, make better graphics and sizes.,,
1457,10/10/20,5,1, bubble frogs event is worthless.,,
1458,10/10/20,5,1, i have got to level 80.,,
1459,10/10/20,5,1, i hate it its dum,,
1460,10/10/20,5,1, charged card but no bucks.,,
1461,10/10/20,5,1, save ur time and $$ folks.,,
1462,10/10/20,5,1, don't waste your money.,,
1463,10/10/20,5,1, don't waste your money.,,
1464,10/10/20,5,1, will not stop force closing!,,
1465,10/10/20,5,1, 1 fish buck per level up??,,
1466,10/10/20,5,1, addictive to say the least.,,
1467,10/10/20,5,3, i have plenty of memory,,
1468,10/10/20,5,3, my kids enjoy it too..,,
1469,10/10/20,5,3, share tap fish wit me,,
1470,10/10/20,5,3, used to love this game.,,
1471,10/10/20,5,3, has issues connecting to internet.,,
1472,10/10/20,5,3, constantly freezes or force medsage.,,
1473,10/10/20,5,3, more quests would b awesome.,,
1474,10/10/20,5,3, the game has gotten better.,,
1475,10/10/20,5,3, it is outragous and disgusting!!!!,,
1476,10/10/20,5,3, just lost my free spin.,,
1477,10/10/20,5,3, the submarine doesn't work,,
1478,10/10/20,5,3, u have to start over.,,
1479,10/10/20,5,3, just a really cool game.,,
1480,10/10/20,5,3, its ciol i like it.,,
1481,10/10/20,5,3, (just displays half a screen.),,
1482,10/10/20,5,3, fun game to pass time.,,
1483,10/10/20,5,3, the game itself is great.,,
1484,10/10/20,5,3, i really like tap fish.,,
1485,10/10/20,5,3, takes a lot of money.,,
1486,10/10/20,5,3, all the cool fish cost.,,
1487,10/10/20,5,2, thumbs down all the way.,,
1488,10/10/20,5,2, many never pay at all.,,
1489,10/10/20,5,2, tank not showing the dirt.,,
1490,10/10/20,5,2, update and fix immediately please!,,
1491,10/10/20,5,2, reviewing for free fish bucks.,,
1492,10/10/20,5,2, i miss my  tap fish 2.,,
1493,10/10/20,5,2, thought id retry this game.,,
1494,10/10/20,5,2, it freezes and wastes memory.,,
1495,10/10/20,5,2, it was much better before.,,
1496,10/10/20,5,2, they just want your cash,,
1497,10/10/20,5,2, do not buy fish bucks.,,
1498,10/10/20,5,2, aren't the screenshots pretty?,,
1499,10/10/20,6,5, i really luv playing this game,,
1500,10/10/20,6,5, im having fun with my fishes.,,
1501,10/10/20,6,5, awesome game although could be smoother,,
1502,10/10/20,6,5, i really enjoy playing this game!!!,,
1503,10/10/20,6,5, it great i love this game,,
1504,10/10/20,6,5, every bred fish is now gone!,,
1505,10/10/20,6,5, i have been playing for 2 years!,,
1506,10/10/20,6,5, i love this app so addictive,,
1507,10/10/20,6,5, cheaper to play on an ipod.,,
1508,10/10/20,6,5, this is a veary fun game,,
1509,10/10/20,6,5, samsung galaxy captivate- love the game.,,
1510,10/10/20,6,5, it keeps force closing on me.,,
1511,10/10/20,6,5, it just started doing this today 4/28/12.,,
1512,10/10/20,6,5, it's a resechtion out here.,,
1513,10/10/20,6,5, love to play great stress reliever.,,
1514,10/10/20,6,5, i am really enjoying this app.,,
1515,10/10/20,6,5, great game to kill time with.,,
1516,10/10/20,6,5, that doesn't even make sense.,,
1517,10/10/20,6,5, i wish it hadn't updated.,,
1518,10/10/20,6,5, this is the best game ever..,,
1519,10/10/20,6,5, its superb its phenomenal its perfect,,
1520,10/10/20,6,5, i enjoy playing this a lot.,,
1521,10/10/20,6,5, until i started playing tap fish.,,
1522,10/10/20,6,5, i love those fish swimming around.,,
1523,10/10/20,6,5, cant waitto try the other levels.,,
1524,10/10/20,6,5, i haven't played it yet..,,
1525,10/10/20,6,5, i love this game soo fun!!,,
1526,10/10/20,6,5, oh how i love this game!,,
1527,10/10/20,6,5, tapfish is the best....! :)  add me thefishboss01,,
1528,10/10/20,6,5, good game like having real fish,,
1529,10/10/20,6,5, love to play great stress reliever.,,
1530,10/10/20,6,5, just keep swimming just keep swimming,,
1531,10/10/20,6,5, good game great game game addicting,,
1532,10/10/20,6,5, i think this game is awesome,,
1533,10/10/20,6,5, like the use of real fish,,
1534,10/10/20,6,5, i like to play tap fish,,
1535,10/10/20,6,5, totally in love with this game! <3,,
1536,10/10/20,6,5, like the use of real fish,,
1537,10/10/20,6,5, but its still fun and addictive,,
1538,10/10/20,6,5, enjoyed by myself and my kids.,,
1539,10/10/20,6,5, beautiful to watch and great events!,,
1540,10/10/20,6,5, i like the buying and selling..,,
1541,10/10/20,6,5, keeps me busy all the time!,,
1542,10/10/20,6,5, other than that i love it!!!!!,,
1543,10/10/20,6,5, very nice n cute ... enjoying it ...,,
1544,10/10/20,6,5, recommend to any fish tank lover.,,
1545,10/10/20,6,5, great game really enjoy playing everyday.,,
1546,10/10/20,6,5, this is some sik game fam,,
1547,10/10/20,6,5, good way to pass the time,,
1548,10/10/20,6,5, hate it when my fish die!,,
1549,10/10/20,6,5, daughter loves to feed the fish!,,
1550,10/10/20,6,5, could yhu add thisss feature plz???,,
1551,10/10/20,6,5, almost like a real fish tank!,,
1552,10/10/20,6,5, awesome game u should play it,,
1553,10/10/20,6,5, it is a very relaxing game,,
1554,10/10/20,6,5, really fun and easy to play,,
1555,10/10/20,6,5, cool game to have love it,,
1556,10/10/20,6,5, hugely addictive and great fun on nexus7.,,
1557,10/10/20,6,5, we love to make pretty aquariums!,,
1558,10/10/20,6,5, make them nicer or fish bucks.,,
1559,10/10/20,6,5, the best game of all time,,
1560,10/10/20,6,5, try it you'll like it!,,
1561,10/10/20,6,5, i play with my 5 y/o.,,
1562,10/10/20,6,5, it is very fun and addicting,,
1563,10/10/20,6,5, fun game that keeps things moving.,,
1564,10/10/20,6,5, tons of time = tons of fun.,,
1565,10/10/20,6,5, .... i mean infinite love this app.,,
1566,10/10/20,6,5, its fun to do when bored,,
1567,10/10/20,6,5, era body wanna play dis yall,,
1568,10/10/20,6,5, it's like the real thing,,
1569,10/10/20,6,5, feed the fish  while watching tv,,
1570,10/10/20,6,5, addictive and fun with cute graphics.,,
1571,10/10/20,6,5, play this game all the time!,,
1572,10/10/20,6,5, cute little fish you can buy.,,
1573,10/10/20,6,5, love taking care of my fish.,,
1574,10/10/20,6,5, fun game when you are board,,
1575,10/10/20,6,5, only problem is the fish bucks.,,
1576,10/10/20,6,5, tap fish is excited none stop,,
1577,10/10/20,6,5, love this game its so addicting,,
1578,10/10/20,6,5, u wont regret getting this game.,,
1579,10/10/20,6,5, i eat this game all day,,
1580,10/10/20,6,5, i keep losing my real ones....,,
1581,10/10/20,6,5, cool game its very addicting lol,,
1582,10/10/20,6,5, feed the fish  while watching tv,,
1583,10/10/20,6,5, great game'iii''''a must play,,
1584,10/10/20,6,5, totally in love with tap fish!,,
1585,10/10/20,6,5, been playing for quite some time.,,
1586,10/10/20,6,5, i think this game is awesome,,
1587,10/10/20,6,5, thanks again for a great time,,
1588,10/10/20,6,5, the game will steal your money!,,
1589,10/10/20,6,5, im in love with this game,,
1590,10/10/20,6,5, the events are the best part.,,
1591,10/10/20,6,5, thanks again for a great time,,
1592,10/10/20,6,5, its the best mobile fish game..,,
1593,10/10/20,6,5, this game is fun and amazing!,,
1594,10/10/20,6,5, good graphics and lots of options,,
1595,10/10/20,6,5, game sucks can't get connection.,,
1596,10/10/20,6,5, cool game but wants too much $.,,
1597,10/10/20,6,5, i keep losing my real ones....,,
1598,10/10/20,6,5, verry fun game and its free,,
1599,10/10/20,6,5, i am addicted to this game.,,
1600,10/10/20,6,5, best game i had ever played,,
1601,10/10/20,6,5, wish there were more diving events.,,
1602,10/10/20,6,5, it's a really awesome game!,,
1603,10/10/20,6,5, everyone has started calling me fishwife.,,
1604,10/10/20,6,5, great game for casual time killing,,
1605,10/10/20,6,5, one problem: my fish keep dying.,,
1606,10/10/20,6,5, thirteen tanks dead- just like that.,,
1607,10/10/20,6,5, this is the best game ever!!!!!,,
1608,10/10/20,6,5, amazing in love compleatly.  :') good game,,
1609,10/10/20,6,5, best aquarium game i've seen.,,
1610,10/10/20,6,5, aaahh its taking over my life.,,
1611,10/10/20,6,5, also dont have to spend money,,
1612,10/10/20,6,5, he loves checking on his fish.,,
1613,10/10/20,6,5, he loves checking on his fish.,,
1614,10/10/20,6,5, good game but bugs spoil it.,,
1615,10/10/20,6,5, great for my nicec amd nephew.,,
1616,10/10/20,6,5, needs to make breedin time shorter..,,
1617,10/10/20,6,5, great game make more like this,,
1618,10/10/20,6,5, this is a realy fun game,,
1619,10/10/20,6,5, i like to play tap fish,,
1620,10/10/20,6,5, nice game if you like fish.,,
1621,10/10/20,6,5, fun game good for all ages!!,,
1622,10/10/20,6,5, so this is perfact for me!,,
1623,10/10/20,6,5, tap fish is an amazing game.,,
1624,10/10/20,6,5, i love collecting fish and decorations!,,
1625,10/10/20,6,5, this is such a great game,,
1626,10/10/20,6,5, i enjoy the breeding and events.,,
1627,10/10/20,6,4, very interesting and 2ide range of fish :),,
1628,10/10/20,6,4, its like i actually have fish 0-0,,
1629,10/10/20,6,4, a bit slow but very relaxing,,
1630,10/10/20,6,4, too hard to collect the bucks.,,
1631,10/10/20,6,4, great way to kill some time!,,
1632,10/10/20,6,4, i still haven't been compensated !,,
1633,10/10/20,6,4, over all i love tap fish.,,
1634,10/10/20,6,4, was at level 30 the last time.,,
1635,10/10/20,6,4, a lot easier than real fish...,,
1636,10/10/20,6,4," tap fish is ""the best application""",,
1637,10/10/20,6,4, very good game i like it,,
1638,10/10/20,6,4, wish i could breed more though!!!,,
1639,10/10/20,6,4, im addicted but sometimes slow opening,,
1640,10/10/20,6,4, i can't stop playing it,,
1641,10/10/20,6,4, needs easier ways for fish bucks,,
1642,10/10/20,6,4, all in all a good game.,,
1643,10/10/20,6,4, the fish dnt go with thanksgiving :-(,,
1644,10/10/20,6,4, downloaded this game for my wife.,,
1645,10/10/20,6,4, this game is fun and cooler,,
1646,10/10/20,6,4, better if i had constant connection,,
1647,10/10/20,6,4, enjoyable game for gf n kids,,
1648,10/10/20,6,4, fun way to pass the time.,,
1649,10/10/20,6,4, much better ap than the competition.,,
1650,10/10/20,6,4, like where they live and such.,,
1651,10/10/20,6,4, this game is so incredibly addictive.,,
1652,10/10/20,6,4, i enjoy every moment on it!,,
1653,10/10/20,6,4, will play couple days and update.,,
1654,10/10/20,6,4, fun way to pass the time.,,
1655,10/10/20,6,4, much better ap than the competition.,,
1656,10/10/20,6,4, i still enjoy this app alot.,,
1657,10/10/20,6,4, wish you could earn more fishbucks!,,
1658,10/10/20,6,4, need more ways to get funds.,,
1659,10/10/20,6,4, fish tank without the real hassel.,,
1660,10/10/20,6,1, at first this game was awesome.,,
1661,10/10/20,6,1, its nt worth it no more!!!!,,
1662,10/10/20,6,1, cant breed fish like everyone else.,,
1663,10/10/20,6,1, latest update deleted half my fish.,,
1664,10/10/20,6,1, lost all of my bred fish.,,
1665,10/10/20,6,1, update f'd this app up.,,
1666,10/10/20,6,1, all my bred fish are mssing.,,
1667,10/10/20,6,1, i played for over a year.,,
1668,10/10/20,6,1, download this crap install fish live,,
1669,10/10/20,6,1, i played for over a year.,,
1670,10/10/20,6,1, do not spend money on this.,,
1671,10/10/20,6,1, i give up on this game.,,
1672,10/10/20,6,1, this game has went to hell. .,,
1673,10/10/20,6,1, installed 3 days ago on my tab.,,
1674,10/10/20,6,1, takes all of my phones memory!,,
1675,10/10/20,6,1, please increase all fish display size,,
1676,10/10/20,6,1, also i now lost 13 fish bucks .,,
1677,10/10/20,6,1, was so great in the beginning.,,
1678,10/10/20,6,1, won't install or play again.,,
1679,10/10/20,6,1, force closes every time i play.,,
1680,10/10/20,6,1, give me back my fish bucks.,,
1681,10/10/20,6,1, give me back my fish bucks.,,
1682,10/10/20,6,1, give me back my fish bucks.,,
1683,10/10/20,6,1, just a scam to get money.,,
1684,10/10/20,6,1, can't hardly put it down!,,
1685,10/10/20,6,3, nice game if you like fish.,,
1686,10/10/20,6,3, see other comments for problem description.,,
1687,10/10/20,6,3, but it did save my rating!,,
1688,10/10/20,6,3, there is a lot of updates,,
1689,10/10/20,6,3, also keeps updating too many times,,
1690,10/10/20,6,3, very enjoyable but it closes often .,,
1691,10/10/20,6,3, need to earn more fish bucks,,
1692,10/10/20,6,3, more trouble than it's worth.,,
1693,10/10/20,6,3, very slow and skips a lot.,,
1694,10/10/20,6,3, then only tapfish will be fun!!!,,
1695,10/10/20,6,3, pay cash for the good stuff,,
1696,10/10/20,6,3, so i'm deleting the game.,,
1697,10/10/20,6,3, its ok not the fastest game.,,
1698,10/10/20,6,3, so i had to start over.,,
1699,10/10/20,6,3, needs to make breedin time shorter..,,
1700,10/10/20,6,3, more trouble than it's worth.,,
1701,10/10/20,6,2, it takes to long to load,,
1702,10/10/20,6,2, otherwise be prepared to blow money.,,
1703,10/10/20,6,2, did update now i cant clean.,,
1704,10/10/20,6,2, i cant do the sub quest.,,
1705,10/10/20,6,2, installed 3 days ago on my tab.,,
1706,10/10/20,6,2, this game always freezes your phone.,,
1707,10/10/20,6,2, when they try to have events.,,
1708,10/10/20,6,2, i cant do the sub quest.,,
1709,10/10/20,6,2, this game is so much fun.,,
1710,10/10/20,6,2, beenplaying for over a year now.,,
1711,10/10/20,7,5, this game works and its super fun,,
1712,10/10/20,7,5, love this app better than tapfish exotic,,
1713,10/10/20,7,5, looks like all the bugs got fixed.,,
1714,10/10/20,7,5, they are sooooo cool keep it up,,
1715,10/10/20,7,5, i like watching imaginary fish all day,,
1716,10/10/20,7,5, been collecting them for quite a while.,,
1717,10/10/20,7,5, i am so addicted to this game!,,
1718,10/10/20,7,5, i think tapfish is fun and intaning,,
1719,10/10/20,7,5, i like the sound of the tanks,,
1720,10/10/20,7,5, i love your game it's fun,,
1721,10/10/20,7,5, no time for a live fish tank?,,
1722,10/10/20,7,5, wish the fish were cheaper to buy,,
1723,10/10/20,7,5, i can't stop playing.... so good.,,
1724,10/10/20,7,5, also rating this gives me 2 fish bucks.,,
1725,10/10/20,7,5, i check it daily..most often hourly.,,
1726,10/10/20,7,5, wish the fish were cheaper to buy,,
1727,10/10/20,7,5, excellent game for myself and my children,,
1728,10/10/20,7,5, i hope that it just gets better.. :),,
1729,10/10/20,7,5, great game way better than fish tycoon,,
1730,10/10/20,7,5, allmost like they become your real pets,,
1731,10/10/20,7,5, lots of fun with frogs and fish,,
1732,10/10/20,7,5, thank you for an awesome fish game.,,
1733,10/10/20,7,5, love it aq aquarium on the go,,
1734,10/10/20,7,5, keeps my boring moments not so boring!,,
1735,10/10/20,7,5, it is the funest game on earth!!,,
1736,10/10/20,7,5, excellent game to learn how to care,,
1737,10/10/20,7,5, this game kicks its worth the time,,
1738,10/10/20,7,5, but they have to make money somehow,,
1739,10/10/20,7,5, i been playing this game for 3 years.,,
1740,10/10/20,7,5, but it not going on to level 81.,,
1741,10/10/20,7,5, but other than that great game guys.,,
1742,10/10/20,7,5, i would recommend this game for anyone.,,
1743,10/10/20,7,5, tap fish is the best game ever,,
1744,10/10/20,7,5, and i can't access any help.,,
1745,10/10/20,7,5, my kids and i love playing  tapfish.,,
1746,10/10/20,7,5, keeps me busy when i'm bored!,,
1747,10/10/20,7,5, i like the graphics and mini games.,,
1748,10/10/20,7,5, i have pets without the mess lol,,
1749,10/10/20,7,5, i like the different kinds of fish,,
1750,10/10/20,7,5, love this tapfish app its so addictive,,
1751,10/10/20,7,5, its simple but cool and cery adicting.,,
1752,10/10/20,7,5, the best fish game there can be..,,
1753,10/10/20,7,5, nice game  good for adults or kids,,
1754,10/10/20,7,5, great time waster and live wallpaper awesome,,
1755,10/10/20,7,5, it would be really helpful to meh~,,
1756,10/10/20,7,5, when i'm bored but its fun,,
1757,10/10/20,7,5, i would definitely rate it a five.,,
1758,10/10/20,7,5, this is one of the best games.,,
1759,10/10/20,7,5, great  game can't stop playing it.,,
1760,10/10/20,7,5, awesome feels like i really have fish,,
1761,10/10/20,7,5, should get more fish bucks for the $$.,,
1762,10/10/20,7,5, love it...even entertains     my 2 yr old.,,
1763,10/10/20,7,5, lag fixed after update thx runs smooth!!!!,,
1764,10/10/20,7,5, my wife n i love this game,,
1765,10/10/20,7,5, i. loove tapfish its an awesome game.,,
1766,10/10/20,7,5, doing this to get my fishie bucks(:,,
1767,10/10/20,7,5, its a good game i love it<3,,
1768,10/10/20,7,5, this is a good game luv it,,
1769,10/10/20,7,5, relly fun if u like cool fish,,
1770,10/10/20,7,5, i like breeding to get special fish!,,
1771,10/10/20,7,5, best way to take care of fish,,
1772,10/10/20,7,5, i'm addicted i love this game,,
1773,10/10/20,7,5, very entertaining so many things to do.,,
1774,10/10/20,7,5, my husband and i love this game.,,
1775,10/10/20,7,5, awesome game and full time pass grt.,,
1776,10/10/20,7,5, i'm so addicted to this game.,,
1777,10/10/20,7,5, i'm in love with this game!,,
1778,10/10/20,7,5, it's hard to find neighbors though.,,
1779,10/10/20,7,5, very addicting... even my kids love it...,,
1780,10/10/20,7,5, this game is really fun to play,,
1781,10/10/20,7,5, love it and so do the kids,,
1782,10/10/20,7,5, ***the 11/26/12 update solved all of my issues.,,
1783,10/10/20,7,5, when there are problems they are addressed.,,
1784,10/10/20,7,5, god bless with love  coglabirpv@yahoo.com,,
1785,10/10/20,7,5, i am so addicted to this game,,
1786,10/10/20,7,5, clean tank n other to get coins..,,
1787,10/10/20,7,5, of coz without buying with real money..,,
1788,10/10/20,7,5, best fish tank game on the market,,
1789,10/10/20,7,5, love it and my daughter does also...,,
1790,10/10/20,7,5, have had a lot of fun playing!,,
1791,10/10/20,7,5, very life like and addicting to play!,,
1792,10/10/20,7,5, love it and my daughter does also...,,
1793,10/10/20,7,5, fun and easy for kids and adults!!,,
1794,10/10/20,7,5, i love it this game is awesome!,,
1795,10/10/20,7,5, a + for the awesome amount of variety :),,
1796,10/10/20,7,5, its  the best game i ever played <3.,,
1797,10/10/20,7,5, just be careful of your credit info.,,
1798,10/10/20,7,5, much easier than a real fish tank!,,
1799,10/10/20,7,5, fun needs more ways to win prizes.,,
1800,10/10/20,7,5, other than that i like the game.,,
1801,10/10/20,7,5, great game keep up the good work :-),,
